,brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source,price_inr
4134,Nissan,Juke,2023,1,9217,9217.0,1.8,Petrol,Automatic,Good,3,1,Silver,Estate,0,27.8,24782,21064.7,Mid-Range,Mid-Market,0.0746770218803674,0.9253229781196326,1117,0.0439024390243902,0.85,Dataset2_UK_Style,2032124
4135,Audi,Q5,2010,14,44006,3143.285714285714,2.5,Diesel,Manual,Good,3,0,Black,SUV,1,42.0,39600,33660.0,Premium,Luxury,0.4142011834319526,0.5857988165680473,945,0.0462962962962962,0.85,Dataset2_UK_Style,3247200
4136,Honda,HR-V,2012,12,48439,4036.5833333333335,2.0,Petrol,Automatic,Good,3,2,Red,Coupe,0,35.0,19898,16913.3,Mid-Range,Economy,0.5467219463301289,0.453278053669871,600,0.0384615384615384,0.85,Dataset2_UK_Style,1631636
4137,Toyota,Yaris,2013,11,55456,5041.454545454545,1.0,Diesel,Manual,Good,3,1,White,Hatchback,0,44.0,13965,11870.25,Mid-Range,Economy,0.6117058251077436,0.3882941748922563,540,0.0196078431372549,0.85,Dataset2_UK_Style,1145130
4138,BMW,3 Series,2015,9,9434,1048.2222222222222,2.2,Petrol,Manual,Fair,2,2,Blue,SUV,1,25.2,35487,30163.95,Premium,Luxury,0.3365303718660609,0.6634696281339391,1009,0.0448979591836734,0.85,Dataset2_UK_Style,2909934
4139,Volkswagen,Tiguan,2020,4,11969,2992.25,1.0,Diesel,Manual,Excellent,4,0,Silver,Sedan,0,46.0,30650,26052.5,Premium,Mid-Market,0.2069857697283311,0.7930142302716688,864,0.0227272727272727,0.85,Dataset2_UK_Style,2513300
4140,BMW,3 Series,2013,11,78358,7123.454545454545,1.0,Petrol,Automatic,Fair,2,0,Black,Hatchback,1,40.0,22511,19134.35,Mid-Range,Mid-Market,0.4942598458807935,0.5057401541192065,810,0.0196078431372549,0.85,Dataset2_UK_Style,1845902
4141,Ford,Fiesta,2022,2,58842,29421.0,1.6,Diesel,Manual,Fair,2,1,Gray,Estate,0,36.8,14539,12358.15,Mid-Range,Economy,0.2157613679270726,0.7842386320729273,1036,0.0380952380952381,0.85,Dataset2_UK_Style,1192198
4142,Volkswagen,Golf,2020,4,64699,16174.75,3.0,Diesel,Manual,Good,3,4,Gray,Coupe,0,39.0,25661,21811.85,Premium,Mid-Market,0.2376637651881999,0.7623362348118,1056,0.0681818181818181,0.85,Dataset2_UK_Style,2104202
4143,Nissan,Qashqai,2011,13,73037,5618.2307692307695,2.5,Diesel,Automatic,Excellent,4,4,Silver,Hatchback,0,40.0,16665,14165.25,Mid-Range,Economy,0.6093988046408063,0.3906011953591937,630,0.0471698113207547,0.85,Dataset2_UK_Style,1366530
4144,Audi,A6,2012,12,37679,3139.9166666666665,1.4,Petrol,Manual,Fair,2,4,Gray,Estate,1,38.4,17039,14483.15,Mid-Range,Economy,0.5848095713833183,0.4151904286166816,846,0.0269230769230769,0.85,Dataset2_UK_Style,1397198
4145,BMW,X5,2012,12,97349,8112.416666666667,2.0,Diesel,Automatic,Good,3,3,Blue,Hatchback,1,41.0,25009,21257.65,Premium,Mid-Market,0.4897059723724214,0.5102940276275786,900,0.0384615384615384,0.85,Dataset2_UK_Style,2050738
4146,Volkswagen,Polo,2015,9,72228,8025.333333333333,1.0,Hybrid,Automatic,Good,3,3,White,Hatchback,0,43.0,16076,13664.6,Mid-Range,Economy,0.5282310130296983,0.4717689869703017,594,0.0204081632653061,0.85,Dataset2_UK_Style,1318232
4147,Ford,EcoSport,2014,10,19915,1991.5,1.0,Petrol,Automatic,Fair,2,1,Black,Hatchback,0,31.0,9892,8408.199999999999,Budget,Budget,0.6690753378830456,0.3309246621169543,540,0.02,0.85,Dataset2_UK_Style,811144
4148,Audi,Q3,2023,1,48217,48217.0,2.0,Diesel,Automatic,Good,3,3,Silver,Estate,1,42.0,42257,35918.45,Premium,Luxury,0.0451905913188873,0.9548094086811126,1710,0.048780487804878,0.85,Dataset2_UK_Style,3465074
4149,Toyota,Yaris,2014,10,43591,4359.1,1.8,Petrol,Automatic,Good,3,2,Black,SUV,0,33.8,24048,20440.8,Mid-Range,Mid-Market,0.4540501271340356,0.5459498728659644,588,0.036,0.85,Dataset2_UK_Style,1971936
4150,Nissan,X-Trail,2023,1,84484,84484.0,2.0,Petrol,Automatic,Excellent,4,1,Blue,Hatchback,0,39.0,25799,21929.15,Premium,Mid-Market,0.0719450339940285,0.9280549660059716,1140,0.048780487804878,0.85,Dataset2_UK_Style,2115518
4151,Vauxhall,Crossland,2020,4,11068,2767.0,3.0,Diesel,Manual,Fair,2,1,Gray,Sedan,0,40.0,21312,18115.2,Mid-Range,Mid-Market,0.2729257641921397,0.7270742358078602,1056,0.0681818181818181,0.85,Dataset2_UK_Style,1747584
4152,Toyota,RAV4,2013,11,2597,236.0909090909091,1.8,Diesel,Manual,Good,3,0,Blue,Hatchback,0,39.4,18842,16015.7,Mid-Range,Economy,0.5386611821164488,0.4613388178835512,588,0.0352941176470588,0.85,Dataset2_UK_Style,1545044
4153,Ford,Fiesta,2022,2,44254,22127.0,1.2,Diesel,Automatic,Good,3,0,Red,SUV,0,38.6,27972,23776.2,Premium,Mid-Market,0.1251094707869385,0.8748905292130614,993,0.0285714285714285,0.85,Dataset2_UK_Style,2293704
4154,Vauxhall,Astra,2022,2,31208,15604.0,1.0,Electric,Automatic,Good,3,1,Red,Sedan,0,138.0,25579,21742.15,Premium,Mid-Market,0.135231076101288,0.864768923898712,972,0.0238095238095238,0.85,Dataset2_UK_Style,2097478
4155,Toyota,Corolla,2013,11,40514,3683.090909090909,1.2,Electric,Automatic,Good,3,4,Blue,Hatchback,0,110.0,15828,13453.8,Mid-Range,Economy,0.5815797821719362,0.4184202178280638,552,0.0235294117647058,0.85,Dataset2_UK_Style,1297896
4156,Nissan,Micra,2018,6,56446,9407.666666666666,2.5,Hybrid,Automatic,Fair,2,0,Black,SUV,0,44.5,28680,24378.0,Premium,Mid-Market,0.2949852507374632,0.7050147492625368,882,0.0543478260869565,0.85,Dataset2_UK_Style,2351760
4157,Vauxhall,Crossland,2016,8,62055,7756.875,1.0,Diesel,Automatic,Good,3,3,Silver,Sedan,0,44.0,15206,12925.1,Mid-Range,Economy,0.5127219124527335,0.4872780875472665,648,0.0208333333333333,0.85,Dataset2_UK_Style,1246892
4158,Honda,CR-V,2022,2,77514,38757.0,2.0,Petrol,Manual,Fair,2,1,Silver,SUV,0,32.0,20417,17354.45,Mid-Range,Mid-Market,0.1638202891428103,0.8361797108571897,1080,0.0476190476190476,0.85,Dataset2_UK_Style,1674194
4159,Ford,Focus,2022,2,65137,32568.5,1.8,Petrol,Manual,Good,3,2,Black,SUV,0,37.8,21764,18499.4,Mid-Range,Mid-Market,0.1552553951249805,0.8447446048750195,1058,0.0428571428571428,0.85,Dataset2_UK_Style,1784648
4160,Vauxhall,Insignia,2021,3,4688,1562.6666666666667,3.0,Diesel,Automatic,Fair,2,1,White,Sedan,0,38.0,22961,19516.85,Mid-Range,Mid-Market,0.2071751666033631,0.7928248333966369,1122,0.0697674418604651,0.85,Dataset2_UK_Style,1882802
4161,Ford,Kuga,2017,7,57415,8202.142857142857,1.6,Diesel,Automatic,Fair,2,2,Black,SUV,0,41.8,16242,13805.7,Mid-Range,Economy,0.462932345744329,0.5370676542556709,748,0.0340425531914893,0.85,Dataset2_UK_Style,1331844
4162,Toyota,Corolla,2013,11,57997,5272.454545454545,1.8,Electric,Automatic,Good,3,0,Blue,Hatchback,0,131.0,22383,19025.55,Mid-Range,Mid-Market,0.4956852849063831,0.5043147150936169,588,0.0352941176470588,0.85,Dataset2_UK_Style,1835406
4163,Honda,Jazz,2020,4,71235,17808.75,1.8,Diesel,Automatic,Good,3,4,Blue,Hatchback,0,36.4,21468,18247.8,Mid-Range,Mid-Market,0.2714809284647753,0.7285190715352247,940,0.0409090909090909,0.85,Dataset2_UK_Style,1760376
4164,Volkswagen,Passat,2012,12,16498,1374.8333333333333,1.2,Petrol,Automatic,Fair,2,2,Red,SUV,0,34.2,17149,14576.65,Mid-Range,Economy,0.5832462514277382,0.4167537485722618,552,0.023076923076923,0.85,Dataset2_UK_Style,1406218
4165,Toyota,RAV4,2010,14,22991,1642.2142857142858,1.2,Diesel,Automatic,Good,3,4,Silver,SUV,0,37.6,16647,14149.95,Mid-Range,Economy,0.6271418012408448,0.3728581987591551,552,0.0222222222222222,0.85,Dataset2_UK_Style,1365054
4166,Audi,A3,2018,6,37747,6291.166666666667,3.0,Petrol,Automatic,Good,3,2,Red,Estate,1,22.0,42814,36391.9,Premium,Luxury,0.218922173167439,0.781077826832561,1386,0.0652173913043478,0.85,Dataset2_UK_Style,3510748
4167,Audi,Q5,2018,6,12738,2123.0,1.4,Petrol,Automatic,Good,3,4,Silver,Sedan,1,29.4,36530,31050.5,Premium,Luxury,0.2472697300638779,0.752730269936122,1184,0.0304347826086956,0.85,Dataset2_UK_Style,2995460
4168,Honda,HR-V,2011,13,89151,6857.769230769231,2.0,Diesel,Automatic,Excellent,4,2,Black,Estate,0,44.0,19463,16543.55,Mid-Range,Economy,0.571893627785232,0.428106372214768,600,0.0377358490566037,0.85,Dataset2_UK_Style,1595966
4169,Honda,CR-V,2013,11,58778,5343.454545454545,1.6,Petrol,Automatic,Poor,1,1,White,Sedan,0,33.6,11448,9730.8,Mid-Range,Economy,0.6577373834011002,0.3422626165988998,576,0.0313725490196078,0.85,Dataset2_UK_Style,938736
4170,Ford,EcoSport,2022,2,56777,28388.5,1.6,Diesel,Manual,Good,3,1,Gray,Sedan,0,35.8,19165,16290.25,Mid-Range,Economy,0.1726742931146125,0.8273257068853874,1036,0.0380952380952381,0.85,Dataset2_UK_Style,1571530
4171,Volkswagen,Polo,2013,11,7007,637.0,1.8,Petrol,Manual,Good,3,0,Silver,Hatchback,0,29.8,20491,17417.35,Mid-Range,Mid-Market,0.517756701419124,0.482243298580876,588,0.0352941176470588,0.85,Dataset2_UK_Style,1680262
4172,BMW,X3,2021,3,18831,6277.0,1.8,Diesel,Automatic,Excellent,4,1,White,SUV,1,36.4,72695,61790.75,Luxury,Luxury,0.076243725776733,0.923756274223267,1499,0.041860465116279,0.85,Dataset2_UK_Style,5960990
4173,Honda,Civic,2010,14,42321,3022.928571428572,2.2,Diesel,Manual,Fair,2,3,White,SUV,0,38.6,15821,13447.85,Mid-Range,Economy,0.6389630542433993,0.3610369457566007,612,0.0407407407407407,0.85,Dataset2_UK_Style,1297322
4174,Mercedes,GLC,2021,3,62616,20872.0,2.2,Diesel,Manual,Fair,2,0,White,Sedan,1,37.6,38349,32596.65,Premium,Luxury,0.1352905364269769,0.864709463573023,1560,0.0511627906976744,0.85,Dataset2_UK_Style,3144618
4175,Mercedes,C-Class,2011,13,43049,3311.4615384615386,1.0,Hybrid,Manual,Good,3,1,Black,Hatchback,1,44.0,26858,22829.3,Premium,Mid-Market,0.4918839153959665,0.5081160846040335,810,0.0188679245283018,0.85,Dataset2_UK_Style,2202356
4176,Toyota,RAV4,2023,1,58173,58173.0,2.0,Petrol,Manual,Poor,1,1,White,Hatchback,0,39.0,12917,10979.45,Mid-Range,Economy,0.1340752161962861,0.8659247838037138,1140,0.048780487804878,0.85,Dataset2_UK_Style,1059194
4177,Volkswagen,Polo,2022,2,34760,17380.0,1.6,Diesel,Manual,Good,3,3,White,Hatchback,0,39.8,22103,18787.55,Mid-Range,Mid-Market,0.1532390912921886,0.8467609087078114,1036,0.0380952380952381,0.85,Dataset2_UK_Style,1812446
4178,BMW,5 Series,2017,7,12893,1841.857142857143,1.2,Petrol,Automatic,Fair,2,4,Blue,Hatchback,1,34.2,24729,21019.65,Mid-Range,Mid-Market,0.3614862247927909,0.6385137752072091,1076,0.025531914893617,0.85,Dataset2_UK_Style,2027778
4179,Mercedes,A-Class,2015,9,18657,2073.0,2.0,Diesel,Automatic,Good,3,1,Blue,Hatchback,1,44.0,43553,37020.05,Premium,Luxury,0.2924309131967573,0.7075690868032427,990,0.0408163265306122,0.85,Dataset2_UK_Style,3571346
4180,BMW,X1,2010,14,112956,8068.285714285715,2.2,Hybrid,Automatic,Good,3,2,Silver,Estate,1,41.4,24184,20556.4,Mid-Range,Mid-Market,0.5365629311666411,0.4634370688333589,918,0.0407407407407407,0.85,Dataset2_UK_Style,1983088
4181,BMW,3 Series,2016,8,17752,2219.0,1.2,Diesel,Automatic,Good,3,4,Blue,Estate,1,40.6,33744,28682.4,Premium,Luxury,0.321646831778707,0.678353168221293,993,0.025,0.85,Dataset2_UK_Style,2767008
4182,BMW,X3,2020,4,72008,18002.0,1.2,Petrol,Automatic,Excellent,4,2,Silver,Estate,1,36.2,42356,36002.6,Premium,Luxury,0.15886885376122,0.8411311462387799,1324,0.0272727272727272,0.85,Dataset2_UK_Style,3473192
4183,Volkswagen,Passat,2016,8,50205,6275.625,2.2,Petrol,Automatic,Good,3,4,White,Sedan,0,31.2,20952,17809.2,Mid-Range,Mid-Market,0.4329941545789132,0.5670058454210868,734,0.0458333333333333,0.85,Dataset2_UK_Style,1718064
4184,Ford,Kuga,2015,9,47339,5259.888888888889,3.0,Petrol,Automatic,Good,3,2,Blue,Sedan,0,27.0,18333,15583.05,Mid-Range,Economy,0.4954173891503591,0.5045826108496408,726,0.0612244897959183,0.85,Dataset2_UK_Style,1503306
4185,Vauxhall,Astra,2022,2,84917,42458.5,1.4,Petrol,Automatic,Good,3,1,Red,Estate,0,35.4,18219,15486.15,Mid-Range,Economy,0.1800261037850488,0.8199738962149512,1015,0.0333333333333333,0.85,Dataset2_UK_Style,1493958
4186,Vauxhall,Insignia,2023,1,80696,80696.0,1.4,Diesel,Automatic,Fair,2,2,Gray,Sedan,0,40.2,17922,15233.7,Mid-Range,Economy,0.1003915269551249,0.899608473044875,1071,0.0341463414634146,0.85,Dataset2_UK_Style,1469604
4187,Honda,CR-V,2020,4,15783,3945.75,2.5,Petrol,Automatic,Fair,2,1,Gray,Hatchback,0,35.0,20917,17779.45,Mid-Range,Mid-Market,0.2766538714251132,0.7233461285748868,1008,0.0568181818181818,0.85,Dataset2_UK_Style,1715194
4188,Volkswagen,Passat,2017,7,82230,11747.142857142857,1.2,Petrol,Automatic,Excellent,4,3,Black,Sedan,0,36.2,21466,18246.1,Mid-Range,Mid-Market,0.3947442621101901,0.6052557378898099,717,0.025531914893617,0.85,Dataset2_UK_Style,1760212
4189,Volkswagen,Polo,2020,4,57556,14389.0,3.0,Diesel,Automatic,Good,3,2,Blue,Sedan,0,33.0,31808,27036.8,Premium,Mid-Market,0.2009646302250803,0.7990353697749196,1056,0.0681818181818181,0.85,Dataset2_UK_Style,2608256
4190,Toyota,Corolla,2021,3,15581,5193.666666666667,2.2,Hybrid,Manual,Excellent,4,0,Black,Sedan,0,45.4,42366,36011.1,Premium,High-End,0.1240540875821858,0.8759459124178142,1040,0.0511627906976744,0.85,Dataset2_UK_Style,3474012
4191,Audi,Q3,2014,10,36966,3696.6,2.5,Diesel,Manual,Fair,2,0,Gray,Hatchback,1,40.0,28796,24476.6,Premium,Mid-Market,0.4098696614476597,0.5901303385523403,945,0.05,0.85,Dataset2_UK_Style,2361272
4192,Nissan,Micra,2011,13,27139,2087.6153846153848,3.0,Petrol,Automatic,Good,3,2,Blue,SUV,0,32.0,23910,20323.5,Mid-Range,Mid-Market,0.5209376878381087,0.4790623121618913,660,0.0566037735849056,0.85,Dataset2_UK_Style,1960620
4193,Nissan,X-Trail,2013,11,23460,2132.7272727272725,1.4,Petrol,Automatic,Fair,2,1,Gray,SUV,0,38.4,17051,14493.35,Mid-Range,Economy,0.5633658549076848,0.4366341450923152,564,0.0274509803921568,0.85,Dataset2_UK_Style,1398182
4194,Honda,Jazz,2020,4,32226,8056.5,2.0,Petrol,Automatic,Excellent,4,4,Blue,Hatchback,0,26.0,22414,19051.9,Mid-Range,Mid-Market,0.2630367593871243,0.7369632406128757,960,0.0454545454545454,0.85,Dataset2_UK_Style,1837948
4195,Nissan,Qashqai,2023,1,73136,73136.0,2.5,Diesel,Manual,Good,3,3,Red,Sedan,0,43.0,19851,16873.35,Mid-Range,Economy,0.0915289918081552,0.9084710081918448,1197,0.0609756097560975,0.85,Dataset2_UK_Style,1627782
4196,Nissan,Micra,2017,7,23041,3291.5714285714284,1.0,Diesel,Automatic,Good,3,2,White,SUV,0,45.0,23037,19581.45,Mid-Range,Mid-Market,0.378000378000378,0.621999621999622,701,0.0212765957446808,0.85,Dataset2_UK_Style,1889034
4197,Volkswagen,T-Roc,2022,2,59856,29928.0,2.0,Diesel,Manual,Good,3,3,Silver,Hatchback,0,37.0,22857,19428.45,Mid-Range,Mid-Market,0.1489369624306512,0.8510630375693488,1080,0.0476190476190476,0.85,Dataset2_UK_Style,1874274
4198,BMW,X1,2017,7,52784,7540.571428571428,1.4,Diesel,Automatic,Good,3,1,Blue,Hatchback,1,40.2,37623,31979.55,Premium,Luxury,0.2711969470972241,0.7288030529027759,1099,0.0297872340425531,0.85,Dataset2_UK_Style,3085086
4199,BMW,X1,2021,3,77223,25741.0,2.5,Diesel,Manual,Good,3,0,Blue,Sedan,1,39.0,49415,42002.75,Premium,Luxury,0.108273933050618,0.891726066949382,1606,0.0581395348837209,0.85,Dataset2_UK_Style,4052030
4200,BMW,5 Series,2014,10,17336,1733.6,3.0,Petrol,Manual,Good,3,1,Black,SUV,1,31.0,53603,45562.55,Luxury,Luxury,0.2717280545629933,0.7282719454370067,990,0.06,0.85,Dataset2_UK_Style,4395446
4201,Toyota,Yaris,2015,9,81383,9042.555555555557,1.8,Petrol,Automatic,Good,3,1,White,SUV,0,33.8,22070,18759.5,Mid-Range,Mid-Market,0.4492138757174944,0.5507861242825056,646,0.036734693877551,0.85,Dataset2_UK_Style,1809740
4202,Toyota,Corolla,2018,6,92112,15352.0,1.2,Petrol,Automatic,Good,3,2,Blue,Hatchback,0,39.2,16451,13983.35,Mid-Range,Economy,0.4217777933991775,0.5782222066008225,772,0.0260869565217391,0.85,Dataset2_UK_Style,1348982
4203,BMW,1 Series,2019,5,21673,4334.6,2.2,Diesel,Automatic,Good,3,3,Blue,Sedan,1,39.6,49325,41926.25,Premium,Luxury,0.1685630004214074,0.8314369995785925,1377,0.0488888888888889,0.85,Dataset2_UK_Style,4044650
4204,Vauxhall,Mokka,2019,5,2454,490.8,2.0,Electric,Manual,Good,3,4,Silver,Hatchback,0,113.0,21162,17987.7,Mid-Range,Mid-Market,0.3209036647198511,0.6790963352801489,900,0.0444444444444444,0.85,Dataset2_UK_Style,1735284
4205,Volkswagen,Tiguan,2019,5,59443,11888.6,2.0,Hybrid,Manual,Fair,2,3,Gray,Sedan,0,42.0,21091,17927.35,Mid-Range,Mid-Market,0.3216364864430221,0.6783635135569779,900,0.0444444444444444,0.85,Dataset2_UK_Style,1729462
4206,Nissan,Juke,2020,4,87008,21752.0,1.0,Petrol,Automatic,Good,3,4,White,Sedan,0,34.0,16422,13958.7,Mid-Range,Economy,0.3275734993039063,0.6724265006960937,864,0.0227272727272727,0.85,Dataset2_UK_Style,1346604
4207,Audi,A4,2020,4,74367,18591.75,1.0,Petrol,Automatic,Fair,2,0,White,Sedan,1,39.0,29494,25069.9,Premium,Mid-Market,0.2133674721288739,0.786632527871126,1296,0.0227272727272727,0.85,Dataset2_UK_Style,2418508
4208,Vauxhall,Mokka,2011,13,50108,3854.4615384615386,2.0,Petrol,Manual,Good,3,3,Gray,Hatchback,0,26.0,11221,9537.85,Mid-Range,Economy,0.6985303995056554,0.3014696004943445,600,0.0377358490566037,0.85,Dataset2_UK_Style,920122
4209,Toyota,RAV4,2014,10,26454,2645.4,2.0,Electric,Manual,Good,3,4,Blue,Hatchback,0,129.0,20166,17141.1,Mid-Range,Mid-Market,0.4979335756610068,0.5020664243389932,600,0.04,0.85,Dataset2_UK_Style,1653612
4210,Ford,Focus,2018,6,55705,9284.166666666666,1.6,Petrol,Automatic,Excellent,4,3,White,Hatchback,0,26.6,15714,13356.9,Mid-Range,Economy,0.4329941545789132,0.5670058454210868,806,0.0347826086956521,0.85,Dataset2_UK_Style,1288548
4211,Nissan,Qashqai,2012,12,17727,1477.25,2.5,Electric,Automatic,Excellent,4,1,White,SUV,0,100.0,34610,29418.5,Premium,Mid-Market,0.4094864357618154,0.5905135642381846,630,0.048076923076923,0.85,Dataset2_UK_Style,2838020
4212,Nissan,Micra,2015,9,132974,14774.888888888889,3.0,Petrol,Automatic,Good,3,0,Silver,Hatchback,0,34.0,17436,14820.6,Mid-Range,Economy,0.5079580088046055,0.4920419911953945,726,0.0612244897959183,0.85,Dataset2_UK_Style,1429752
4213,Mercedes,GLC,2013,11,66108,6009.818181818182,2.0,Hybrid,Manual,Fair,2,3,Red,Hatchback,1,49.0,24593,20904.05,Mid-Range,Mid-Market,0.4721739317064795,0.5278260682935205,900,0.0392156862745098,0.85,Dataset2_UK_Style,2016626
4214,BMW,X5,2013,11,56858,5168.909090909091,2.5,Diesel,Automatic,Poor,1,1,Gray,Coupe,1,40.0,28320,24072.0,Premium,Mid-Market,0.4372019077901431,0.5627980922098569,945,0.0490196078431372,0.85,Dataset2_UK_Style,2322240
4215,Mercedes,C-Class,2012,12,6380,531.6666666666666,2.5,Hybrid,Automatic,Fair,2,1,Gray,Hatchback,1,52.5,32017,27214.45,Premium,Luxury,0.4284413660138886,0.5715586339861114,945,0.048076923076923,0.85,Dataset2_UK_Style,2625394
4216,Vauxhall,Corsa,2019,5,24489,4897.8,1.2,Hybrid,Automatic,Good,3,0,Silver,Hatchback,0,51.4,19908,16921.8,Mid-Range,Economy,0.3343587000133743,0.6656412999866257,827,0.0266666666666666,0.85,Dataset2_UK_Style,1632456
4217,Nissan,X-Trail,2022,2,17363,8681.5,1.6,Petrol,Manual,Good,3,3,Red,Hatchback,0,36.6,19385,16477.25,Mid-Range,Economy,0.1710498182595681,0.8289501817404319,1036,0.0380952380952381,0.85,Dataset2_UK_Style,1589570
4218,Volkswagen,Polo,2010,14,48498,3464.1428571428573,1.0,Diesel,Automatic,Good,3,2,Silver,Hatchback,0,43.0,14802,12581.7,Mid-Range,Economy,0.6541750385496005,0.3458249614503995,540,0.0185185185185185,0.85,Dataset2_UK_Style,1213764
4219,Volkswagen,Golf,2021,3,48853,16284.333333333334,1.0,Diesel,Automatic,Fair,2,2,Gray,Sedan,0,37.0,19833,16858.05,Mid-Range,Economy,0.2322610614330507,0.7677389385669493,918,0.0232558139534883,0.85,Dataset2_UK_Style,1626306
4220,Mercedes,GLA,2020,4,43714,10928.5,2.0,Hybrid,Automatic,Excellent,4,2,Gray,Hatchback,1,51.0,53924,45835.4,Luxury,Luxury,0.1291906207609328,0.8708093792390672,1440,0.0454545454545454,0.85,Dataset2_UK_Style,4421768
4221,Audi,Q2,2017,7,81108,11586.857142857143,2.2,Diesel,Manual,Good,3,1,Blue,Hatchback,1,40.6,33498,28473.3,Premium,Luxury,0.2947492526001094,0.7052507473998906,1193,0.0468085106382978,0.85,Dataset2_UK_Style,2746836
4222,BMW,X1,2014,10,10401,1040.1,1.8,Petrol,Automatic,Fair,2,3,Silver,Coupe,1,39.8,30670,26069.5,Premium,Luxury,0.3947108742845865,0.6052891257154135,882,0.036,0.85,Dataset2_UK_Style,2514940
4223,Vauxhall,Mokka,2011,13,21264,1635.6923076923076,2.5,Diesel,Automatic,Good,3,4,White,Hatchback,0,42.0,14739,12528.15,Mid-Range,Economy,0.6382090871155404,0.3617909128844596,630,0.0471698113207547,0.85,Dataset2_UK_Style,1208598
4224,Ford,Kuga,2010,14,28747,2053.3571428571427,3.0,Petrol,Automatic,Fair,2,3,White,Sedan,0,25.0,11981,10183.85,Mid-Range,Economy,0.700332658012556,0.299667341987444,660,0.0555555555555555,0.85,Dataset2_UK_Style,982442
4225,Toyota,RAV4,2010,14,22497,1606.928571428571,1.6,Diesel,Automatic,Excellent,4,0,Black,Estate,0,37.8,20261,17221.85,Mid-Range,Mid-Market,0.5801786121298771,0.4198213878701229,576,0.0296296296296296,0.85,Dataset2_UK_Style,1661402
4226,Toyota,Yaris,2013,11,38780,3525.454545454545,1.0,Petrol,Automatic,Fair,2,4,Blue,Estate,0,42.0,11559,9825.15,Mid-Range,Economy,0.6555618463005453,0.3444381536994547,540,0.0196078431372549,0.85,Dataset2_UK_Style,947838
4227,Toyota,RAV4,2013,11,19175,1743.1818181818182,2.0,Petrol,Manual,Good,3,0,White,Sedan,0,37.0,21074,17912.899999999998,Mid-Range,Mid-Market,0.510748943678321,0.489251056321679,600,0.0392156862745098,0.85,Dataset2_UK_Style,1728068
4228,Audi,Q5,2015,9,17395,1932.7777777777776,1.0,Diesel,Manual,Good,3,3,Blue,Coupe,1,42.0,33178,28201.3,Premium,Luxury,0.3517136269490797,0.6482863730509203,891,0.0204081632653061,0.85,Dataset2_UK_Style,2720596
4229,Volkswagen,Passat,2020,4,8443,2110.75,1.2,Diesel,Automatic,Good,3,0,Silver,SUV,0,37.6,39694,33739.9,Premium,Mid-Market,0.1677359835618735,0.8322640164381264,883,0.0272727272727272,0.85,Dataset2_UK_Style,3254908
4230,Ford,EcoSport,2016,8,4515,564.375,1.6,Diesel,Automatic,Good,3,1,White,Sedan,0,37.8,21642,18395.7,Mid-Range,Mid-Market,0.4250571170501036,0.5749428829498964,691,0.0333333333333333,0.85,Dataset2_UK_Style,1774644
4231,Audi,A4,2010,14,19960,1425.7142857142858,1.6,Electric,Automatic,Good,3,2,Blue,SUV,1,125.0,42576,36189.6,Premium,Luxury,0.3967354341419179,0.6032645658580821,864,0.0296296296296296,0.85,Dataset2_UK_Style,3491232
4232,Nissan,X-Trail,2019,5,54791,10958.2,2.0,Petrol,Manual,Good,3,3,Silver,Hatchback,0,38.0,15054,12795.9,Mid-Range,Economy,0.3991378622176099,0.6008621377823901,900,0.0444444444444444,0.85,Dataset2_UK_Style,1234428
4233,Vauxhall,Corsa,2011,13,73937,5687.461538461538,2.5,Petrol,Automatic,Poor,1,4,Gray,Sedan,0,31.0,7961,6766.849999999999,Budget,Budget,0.7655840522952799,0.23441594770472,630,0.0471698113207547,0.85,Dataset2_UK_Style,652802
4234,Nissan,Qashqai,2012,12,67952,5662.666666666667,1.4,Petrol,Manual,Excellent,4,4,Red,Sedan,0,30.4,14032,11927.2,Mid-Range,Economy,0.6310475389145982,0.3689524610854018,564,0.0269230769230769,0.85,Dataset2_UK_Style,1150624
4235,Volkswagen,Golf,2018,6,59431,9905.166666666666,2.0,Petrol,Automatic,Good,3,0,Black,Hatchback,0,35.0,23372,19866.2,Mid-Range,Mid-Market,0.3392513852764899,0.6607486147235101,840,0.0434782608695652,0.85,Dataset2_UK_Style,1916504
4236,Toyota,RAV4,2013,11,40210,3655.4545454545455,1.4,Petrol,Automatic,Fair,2,2,Silver,SUV,0,32.4,17984,15286.4,Mid-Range,Economy,0.5502200880352142,0.4497799119647858,564,0.0274509803921568,0.85,Dataset2_UK_Style,1474688
4237,Toyota,Camry,2015,9,89978,9997.555555555557,1.2,Petrol,Automatic,Fair,2,3,Gray,Hatchback,0,29.2,10688,9084.8,Mid-Range,Economy,0.6274400446179587,0.3725599553820413,607,0.0244897959183673,0.85,Dataset2_UK_Style,876416
4238,Toyota,Corolla,2011,13,57280,4406.153846153846,1.6,Petrol,Manual,Good,3,1,Red,SUV,0,37.6,18680,15878.0,Mid-Range,Economy,0.5819158460161146,0.4180841539838854,576,0.030188679245283,0.85,Dataset2_UK_Style,1531760
