brand,model,fuel_type,transmission,condition,color,body_type,year,age,mileage,mileage_per_year,engine_size,owner_count,price_local
4,46,1,1,2,7,3,2011,13,41749,3211.4615384615386,1.0,0,10089.5
0,8,1,1,0,5,5,2012,12,69876,5823.0,2.5,0,39938.95
1,2,1,0,2,3,3,2021,3,88755,29585.0,1.8,0,38484.6
5,72,1,1,0,5,2,2016,8,19902,2487.75,3.0,2,24868.45
4,97,1,0,2,3,3,2019,5,14826,2965.2,2.5,0,17963.899999999998
0,111,3,1,2,1,6,2013,11,32574,2961.2727272727275,2.0,1,28624.6
22,70,3,1,0,3,3,2010,14,10779,769.9285714285714,1.6,1,16860.6
15,151,4,0,2,0,3,2012,12,56716,4726.333333333333,2.0,0,11922.95
14,62,4,0,2,5,3,2019,5,15873,3174.6,1.2,0,38949.55
0,109,1,1,2,1,3,2023,1,47828,47828.0,1.8,3,27769.5
0,8,4,1,2,7,6,2011,13,21357,1642.8461538461538,1.4,4,20219.8
5,36,1,1,2,3,6,2018,6,8999,1499.8333333333333,1.4,0,19244.0
4,46,1,0,2,5,3,2010,14,16091,1149.357142857143,1.0,3,8632.6
14,62,3,1,2,5,5,2018,6,37450,6241.666666666667,2.5,1,49150.4
14,26,1,1,2,6,3,2019,5,15278,3055.6,1.4,0,37091.45
5,28,4,1,1,5,3,2014,10,92821,9282.1,1.0,3,7514.0
0,110,1,1,2,7,3,2021,3,35843,11947.666666666666,1.6,3,27035.1
14,43,1,0,2,3,6,2015,9,48883,5431.444444444444,1.0,4,27647.95
0,6,4,1,3,1,1,2015,9,23751,2639.0,1.0,1,19206.6
0,8,4,0,3,3,6,2021,3,29362,9787.333333333334,1.0,4,17430.1
4,46,1,1,2,0,6,2015,9,72843,8093.666666666667,1.2,4,8896.949999999999
5,80,2,0,1,7,3,2018,6,19800,3300.0,1.0,4,15903.5
1,0,1,0,2,0,5,2023,1,31116,31116.0,2.0,1,53042.55
22,70,4,1,2,7,3,2022,2,20378,10189.0,2.2,0,23663.15
21,40,4,0,0,3,5,2022,2,18919,9459.5,1.0,4,23831.45
1,153,1,0,2,3,2,2018,6,110481,18413.5,1.0,2,24241.15
5,72,3,1,0,1,5,2020,4,37881,9470.25,3.0,1,36129.25
21,40,1,0,2,6,6,2019,5,5674,1134.8,3.0,3,21884.95
5,72,1,0,2,1,6,2016,8,28309,3538.625,1.0,3,16654.899999999998
15,91,1,1,2,3,6,2012,12,40340,3361.6666666666665,2.5,1,16454.3
1,154,2,1,2,0,3,2016,8,150165,18770.625,1.4,3,22791.05
20,27,1,0,2,0,5,2014,10,23452,2345.2,2.2,1,24880.35
5,28,1,1,2,3,6,2018,6,4166,694.3333333333334,1.0,0,17066.3
20,166,1,0,2,5,6,2017,7,47684,6812.0,2.2,1,21821.2
1,0,1,1,2,3,3,2019,5,68733,13746.6,1.0,0,26131.55
14,26,1,0,1,6,3,2021,3,8219,2739.6666666666665,1.4,1,32046.7
14,5,4,0,2,1,5,2015,9,33321,3702.3333333333335,2.2,4,38488.0
21,38,1,0,1,3,3,2014,10,27130,2713.0,1.0,2,10116.7
20,37,4,0,2,1,2,2019,5,30437,6087.4,3.0,0,25178.7
14,43,3,0,2,0,1,2011,13,19364,1489.5384615384614,1.8,2,37804.6
4,84,4,1,0,6,5,2020,4,13792,3448.0,1.2,3,19915.5
0,6,2,1,0,1,3,2021,3,12971,4323.666666666667,1.6,0,50592.85
4,57,2,0,1,6,2,2012,12,90758,7563.166666666667,2.5,3,11448.65
22,70,1,0,2,6,6,2020,4,44076,11019.0,1.6,4,20538.55
21,96,4,1,0,1,3,2020,4,109521,27380.25,1.8,4,13428.3
1,0,4,0,2,3,3,2012,12,49406,4117.166666666667,1.2,0,25857.0
15,118,4,1,0,6,3,2022,2,21005,10502.5,1.8,0,19429.3
14,26,4,0,2,3,3,2013,11,84878,7716.181818181818,2.2,2,26466.45
15,151,1,1,2,7,3,2012,12,16282,1356.8333333333333,3.0,3,13475.05
4,46,1,0,2,0,1,2016,8,52472,6559.0,2.5,2,18779.9
14,61,4,0,2,6,5,2022,2,31588,15794.0,2.0,0,58301.5
14,43,1,1,1,6,5,2015,9,25764,2862.6666666666665,3.0,2,35784.15
14,63,1,0,2,7,3,2022,2,47017,23508.5,2.2,0,48459.35
5,80,4,1,2,5,3,2017,7,68779,9825.57142857143,1.4,1,14348.85
21,79,4,0,2,6,6,2011,13,30124,2317.230769230769,1.0,3,10654.75
5,80,1,1,2,1,5,2011,13,32576,2505.846153846154,1.8,4,16251.15
20,30,4,0,2,3,1,2010,14,33789,2413.5,3.0,4,15199.7
20,30,1,1,2,3,5,2014,10,24810,2481.0,2.5,2,22307.4
1,2,4,0,2,5,2,2016,8,25098,3137.25,2.0,4,30843.95
0,7,1,0,2,3,3,2018,6,57282,9547.0,2.5,1,33826.6
22,103,4,1,1,3,3,2014,10,37762,3776.2,2.5,1,13335.65
4,84,1,1,0,3,3,2020,4,38116,9529.0,1.4,2,15287.25
20,27,4,1,2,5,3,2020,4,37671,9417.75,2.0,4,13696.9
21,40,1,0,2,7,5,2010,14,142066,10147.57142857143,2.2,4,10557.85
22,70,4,0,3,1,2,2012,12,137180,11431.666666666666,1.2,0,6161.65
22,138,4,0,2,3,3,2017,7,19143,2734.714285714286,2.2,2,20019.2
1,153,4,1,1,5,2,2012,12,44198,3683.1666666666665,2.0,0,21459.95
21,79,4,1,2,6,3,2016,8,17160,2145.0,1.2,1,13554.95
14,5,3,1,2,7,5,2019,5,36959,7391.8,1.2,2,41995.95
15,91,4,0,3,7,6,2012,12,70581,5881.75,2.0,0,8646.199999999999
4,46,4,1,1,7,3,2011,13,84887,6529.769230769231,1.4,1,6973.4
4,84,4,1,2,3,5,2021,3,19249,6416.333333333333,2.0,4,15548.2
14,5,4,1,2,0,3,2022,2,109558,54779.0,3.0,2,35635.4
5,72,4,1,0,5,6,2019,5,17100,3420.0,1.0,0,22256.4
4,97,1,0,2,3,5,2023,1,48319,48319.0,1.4,3,18267.35
15,82,4,0,2,1,3,2015,9,46880,5208.888888888889,1.2,4,11237.85
14,61,4,1,2,1,2,2011,13,64055,4927.307692307692,1.4,0,23297.65
22,138,1,1,2,0,2,2019,5,119160,23832.0,1.2,0,17208.25
20,119,4,0,3,3,3,2023,1,5266,5266.0,1.4,2,12863.05
4,84,4,1,0,6,6,2014,10,93889,9388.9,1.6,3,11911.05
0,109,2,1,2,5,6,2014,10,93230,9323.0,2.2,4,28974.8
22,103,1,1,0,7,6,2014,10,7974,797.4,1.2,4,17289.0
14,62,1,1,2,0,6,2015,9,59504,6611.555555555556,1.2,2,26030.4
22,103,3,1,0,0,3,2012,12,53521,4460.083333333333,1.2,2,16111.75
20,119,3,0,1,5,2,2019,5,9005,1801.0,2.0,2,18046.35
14,63,4,1,1,1,3,2014,10,11759,1175.9,2.5,3,24092.4
4,84,4,1,3,3,3,2017,7,76179,10882.714285714286,1.6,2,6304.45
20,119,1,0,0,5,5,2013,11,40768,3706.181818181818,1.4,3,22452.75
22,70,1,1,3,1,5,2023,1,30509,30509.0,3.0,3,18819.0
21,20,4,1,2,5,1,2014,10,41080,4108.0,1.0,1,14901.35
1,153,4,0,2,1,5,2010,14,89287,6377.642857142857,1.2,2,21727.7
20,37,1,0,0,3,3,2010,14,12948,924.8571428571428,2.2,2,17812.6
4,46,1,0,2,0,1,2017,7,49864,7123.428571428572,1.4,4,14076.85
14,43,1,0,2,1,3,2011,13,37517,2885.923076923077,3.0,2,30755.55
0,111,1,1,2,5,5,2019,5,94391,18878.2,1.0,3,27101.4
1,1,4,0,0,6,3,2019,5,28176,5635.2,3.0,2,44291.8
1,154,4,1,2,5,3,2016,8,26763,3345.375,2.0,0,30088.3
20,166,4,0,2,0,5,2016,8,28188,3523.5,1.0,4,17539.75
15,91,2,1,2,1,3,2020,4,9184,2296.0,3.0,0,26962.0
5,72,1,1,3,1,3,2023,1,35427,35427.0,3.0,3,12761.9
4,97,1,1,0,1,5,2018,6,25258,4209.666666666667,1.8,0,23006.95
21,38,4,0,2,0,3,2010,14,58369,4169.214285714285,2.2,3,10409.1
0,9,1,0,2,3,3,2011,13,87389,6722.2307692307695,1.4,4,16892.05
21,96,3,0,2,5,6,2023,1,55511,55511.0,2.5,1,21346.05
15,118,1,0,1,1,5,2010,14,94190,6727.857142857143,1.4,0,11387.45
0,110,1,1,2,6,3,2010,14,27207,1943.357142857143,2.2,4,20411.05
22,143,4,0,0,3,6,2020,4,48700,12175.0,1.6,1,28304.15
1,2,1,1,1,6,3,2013,11,127544,11594.90909090909,1.8,3,13996.1
1,0,1,1,2,7,3,2017,7,60530,8647.142857142857,2.2,3,25133.65
21,20,4,1,0,6,3,2019,5,65041,13008.2,1.2,1,15604.3
14,26,2,0,2,7,5,2017,7,192821,27545.85714285714,1.6,4,32068.8
4,59,4,1,1,1,3,2021,3,162005,54001.66666666666,2.2,1,10025.75
20,119,3,0,0,0,6,2021,3,67714,22571.33333333333,1.4,0,27076.75
20,166,4,1,2,0,6,2020,4,58562,14640.5,1.6,1,17983.45
20,27,1,0,2,0,5,2018,6,22134,3689.0,2.5,2,25415.85
15,91,4,1,2,1,5,2011,13,6018,462.9230769230769,1.4,0,16176.35
0,7,1,0,2,1,3,2022,2,27125,13562.5,3.0,4,37409.35
5,80,1,1,3,5,6,2016,8,31396,3924.5,1.8,0,11903.4
14,62,4,1,0,3,5,2021,3,35593,11864.333333333334,1.2,3,44684.5
5,36,1,0,2,6,2,2023,1,74300,74300.0,2.5,3,23741.35
5,36,4,1,0,1,3,2013,11,109343,9940.272727272728,2.5,3,14665.05
5,36,3,1,1,6,6,2012,12,74943,6245.25,1.0,0,10346.2
0,111,1,1,0,0,5,2021,3,44045,14681.666666666666,3.0,3,54932.1
0,109,4,0,2,6,3,2013,11,71011,6455.545454545455,1.2,4,17036.55
14,63,3,1,2,5,3,2013,11,45293,4117.545454545455,1.6,4,22298.05
14,63,3,0,2,0,6,2012,12,14455,1204.5833333333333,2.0,0,38592.55
14,43,4,0,1,6,1,2018,6,37666,6277.666666666667,3.0,1,38287.4
14,61,2,1,3,5,5,2017,7,21049,3007.0,1.0,1,30919.6
20,30,4,1,1,3,6,2023,1,20311,20311.0,3.0,4,16811.3
4,59,3,0,1,6,3,2021,3,60512,20170.666666666668,2.5,0,15686.75
5,80,4,1,2,5,6,2019,5,20974,4194.8,2.2,4,18205.3
14,43,4,0,1,6,3,2023,1,88779,88779.0,1.2,3,25528.9
5,36,1,0,1,0,3,2021,3,32872,10957.333333333334,2.2,3,17080.75
4,97,3,1,2,0,6,2021,3,80017,26672.33333333333,1.2,4,13776.8
21,79,4,0,2,7,3,2011,13,39268,3020.6153846153848,3.0,3,12447.4
1,1,1,0,2,5,3,2012,12,20841,1736.75,1.6,2,26486.85
5,72,1,0,3,6,5,2022,2,65771,32885.5,1.2,2,15351.0
1,2,1,0,0,3,5,2019,5,57384,11476.8,1.8,2,51666.4
14,26,1,1,3,6,6,2016,8,132719,16589.875,3.0,1,18059.1
21,40,1,0,2,6,5,2014,10,25741,2574.1,1.6,1,17211.649999999998
4,97,1,0,2,1,3,2010,14,33092,2363.714285714286,1.8,0,11380.65
4,84,3,1,2,5,3,2010,14,13194,942.4285714285714,2.5,1,12414.25
4,97,4,0,2,6,6,2021,3,49402,16467.333333333332,1.4,4,14156.75
22,106,1,0,3,7,3,2017,7,58158,8308.285714285714,2.0,0,13793.8
4,57,1,1,2,0,2,2015,9,21962,2440.222222222222,1.0,0,11714.7
15,82,4,1,2,1,6,2013,11,21503,1954.8181818181815,1.4,4,11123.1
22,106,4,0,2,1,3,2012,12,80499,6708.25,2.5,2,15606.85
22,138,3,1,2,0,6,2022,2,4889,2444.5,2.0,1,27814.55
15,151,4,0,1,3,3,2018,6,45913,7652.166666666667,1.6,0,13050.9
1,153,4,0,2,3,3,2018,6,52938,8823.0,2.5,2,33946.45
0,6,2,0,2,1,6,2021,3,129259,43086.333333333336,1.4,3,32741.15
1,154,4,0,1,7,6,2013,11,29176,2652.3636363636365,1.2,2,20236.8
0,6,3,0,3,7,6,2020,4,58226,14556.5,2.5,2,24162.1
0,111,4,1,1,0,6,2017,7,68946,9849.42857142857,1.6,1,24667.0
14,26,1,0,1,5,5,2013,11,27138,2467.090909090909,3.0,3,38324.8
5,28,4,1,2,3,3,2017,7,76505,10929.285714285714,1.4,0,15809.15
20,37,4,0,1,1,5,2016,8,69778,8722.25,3.0,4,16918.399999999998
22,103,1,0,0,6,3,2023,1,29493,29493.0,2.0,0,31627.65
20,37,2,1,2,3,3,2021,3,38523,12841.0,1.8,1,23892.65
1,152,3,0,0,6,6,2015,9,54960,6106.666666666667,1.2,0,39822.5
4,46,2,1,2,7,1,2016,8,11593,1449.125,2.0,1,21276.35
21,40,1,0,2,5,3,2015,9,12909,1434.3333333333333,1.6,1,15280.45
1,153,4,0,2,5,5,2020,4,22111,5527.75,1.8,0,48433.0
1,152,1,0,2,3,5,2021,3,10494,3498.0,2.0,4,42290.05
0,111,1,0,0,1,6,2015,9,71944,7993.777777777777,2.2,4,34293.25
5,72,4,1,2,3,3,2023,1,17099,17099.0,1.6,0,21241.5
21,38,1,1,2,1,6,2016,8,40308,5038.5,2.5,3,14578.35
22,143,1,1,1,0,3,2013,11,4008,364.3636363636364,1.8,2,13261.7
5,36,4,1,2,7,3,2021,3,19257,6419.0,2.2,4,16356.55
4,84,4,0,2,0,5,2014,10,34355,3435.5,2.0,1,17793.899999999998
5,28,4,0,2,0,5,2018,6,135641,22606.83333333333,1.8,4,17259.25
5,36,2,0,1,5,2,2011,13,15742,1210.923076923077,2.2,3,15011.0
22,143,1,0,2,1,3,2018,6,105108,17518.0,1.6,0,17610.3
22,143,1,1,0,6,3,2014,10,111052,11105.2,2.2,3,16042.9
22,70,3,0,2,0,3,2019,5,47768,9553.6,1.4,2,20971.2
5,28,4,0,1,7,3,2010,14,82851,5917.928571428572,2.5,4,8918.199999999999
20,30,3,0,2,0,6,2020,4,6234,1558.5,1.6,1,25997.25
20,166,1,0,2,6,6,2016,8,20237,2529.625,1.6,1,19628.2
5,80,3,0,2,6,3,2014,10,91894,9189.4,1.0,3,10431.2
20,27,1,0,3,7,5,2012,12,31060,2588.333333333333,2.5,0,15262.6
22,138,1,0,2,3,6,2012,12,46810,3900.8333333333335,1.8,2,17749.7
21,40,4,0,2,6,6,2010,14,24680,1762.857142857143,3.0,0,17872.1
20,30,4,0,2,6,5,2016,8,33990,4248.75,1.4,4,17879.75
0,109,4,0,3,3,3,2023,1,44472,44472.0,1.8,3,20599.75
0,111,1,1,1,6,3,2011,13,51279,3944.538461538461,1.6,3,15887.35
21,79,4,1,2,0,6,2017,7,97589,13941.285714285714,2.2,1,14189.9
22,70,3,0,2,7,5,2023,1,40697,40697.0,1.8,4,26095.85
4,57,4,0,1,0,6,2013,11,6979,634.4545454545455,1.2,1,11443.55
21,38,1,0,3,3,3,2013,11,29072,2642.909090909091,2.0,0,8921.6
4,97,1,0,2,7,1,2022,2,96750,48375.0,1.6,3,17328.95
22,138,1,1,2,6,5,2020,4,72201,18050.25,2.0,3,24668.7
22,103,4,1,2,6,5,2014,10,30265,3026.5,1.0,2,18745.9
14,63,4,0,1,1,6,2018,6,25069,4178.166666666667,1.0,0,34767.55
14,63,4,0,2,6,6,2016,8,26343,3292.875,1.6,4,29330.1
0,9,1,0,2,7,1,2012,12,12209,1017.4166666666666,2.2,2,37486.7
22,103,1,0,2,5,6,2013,11,52010,4728.181818181818,2.2,3,19720.0
1,2,4,0,0,7,3,2018,6,107975,17995.833333333332,1.0,4,22892.2
4,57,4,1,0,6,1,2010,14,24022,1715.857142857143,1.8,1,14960.85
5,80,3,1,1,6,6,2017,7,17703,2529.0,2.0,0,18694.9
4,46,4,0,2,5,3,2017,7,45615,6516.428571428572,1.8,1,12818.85
15,118,4,0,1,6,6,2023,1,23432,23432.0,2.2,3,17527.0
0,6,1,0,1,1,3,2022,2,38342,19171.0,2.0,2,27473.7
5,36,3,0,2,5,6,2016,8,90588,11323.5,1.8,1,17443.7
20,119,1,0,2,0,5,2022,2,9115,4557.5,1.8,3,26290.5
0,7,4,1,0,3,6,2015,9,29987,3331.8888888888887,3.0,1,43010.0
0,9,4,1,2,1,3,2016,8,53338,6667.25,1.4,0,23936.0
5,72,1,0,2,7,2,2019,5,52792,10558.4,3.0,1,24083.9
15,82,4,0,2,3,2,2013,11,18230,1657.2727272727273,1.2,0,14484.85
5,28,4,1,1,3,3,2013,11,48095,4372.272727272727,2.2,0,11812.45
14,61,1,0,2,1,6,2014,10,141792,14179.2,2.0,4,24877.8
15,118,1,0,1,1,1,2013,11,130829,11893.545454545454,2.5,2,12200.9
14,5,1,1,0,6,3,2013,11,43900,3990.909090909091,3.0,1,36711.5
21,38,1,0,2,0,3,2018,6,48111,8018.5,2.0,3,14747.5
14,5,4,1,2,5,6,2015,9,44756,4972.888888888889,1.2,4,24298.1
4,59,1,0,3,3,3,2023,1,34420,34420.0,1.6,2,10191.5
1,2,1,0,2,1,3,2012,12,41370,3447.5,1.4,4,22219.85
4,97,4,0,2,3,6,2012,12,7232,602.6666666666666,1.4,1,14047.95
0,7,2,0,2,6,3,2019,5,89661,17932.2,1.8,1,36720.85
5,36,4,1,2,1,5,2017,7,27583,3940.428571428572,1.0,1,19628.2
14,62,4,1,2,0,3,2012,12,32700,2725.0,3.0,2,30040.7
20,166,1,0,1,5,3,2023,1,47664,47664.0,1.6,4,15107.05
0,6,3,0,0,6,5,2013,11,33623,3056.6363636363635,2.2,3,46098.9
15,91,4,0,1,1,6,2015,9,25534,2837.1111111111118,2.2,4,11720.65
5,36,4,0,2,0,5,2018,6,65049,10841.5,2.2,2,22149.3
20,27,4,1,0,7,3,2015,9,5546,616.2222222222222,1.8,0,19207.45
0,110,1,0,2,7,3,2012,12,44181,3681.75,1.6,0,27734.65
22,143,1,0,0,0,3,2021,3,105514,35171.333333333336,1.6,0,23771.1
5,72,1,0,2,3,5,2015,9,23248,2583.1111111111118,1.8,3,20617.6
21,96,4,0,2,5,6,2013,11,15413,1401.1818181818182,2.0,2,15414.75
21,96,4,1,2,1,1,2014,10,37518,3751.8,2.2,2,15504.0
4,84,4,1,2,1,5,2023,1,67184,67184.0,1.8,0,21983.55
22,103,1,0,2,0,3,2014,10,73162,7316.2,3.0,2,18629.45
22,103,1,0,1,1,2,2012,12,26821,2235.083333333333,3.0,2,16248.6
0,109,1,0,2,5,3,2014,10,118789,11878.9,1.0,1,19394.45
5,72,1,0,2,0,6,2021,3,54073,18024.33333333333,1.8,3,20425.5
14,43,1,0,1,3,6,2021,3,24773,8257.666666666666,1.2,2,33421.15
5,28,3,0,2,7,3,2014,10,34964,3496.4,1.6,0,19697.9
4,46,1,1,2,7,3,2016,8,59499,7437.375,2.2,4,10360.65
15,118,1,1,2,6,6,2018,6,60464,10077.333333333334,2.0,4,13740.25
22,143,1,1,3,3,6,2014,10,39673,3967.3,2.2,3,11492.85
14,5,1,0,2,3,3,2018,6,30920,5153.333333333333,1.4,2,31801.9
21,96,3,1,1,7,6,2014,10,67318,6731.8,1.8,1,10432.9
21,38,1,0,2,1,3,2013,11,68263,6205.727272727273,2.0,2,11825.2
21,20,4,0,2,5,6,2015,9,34121,3791.222222222222,2.0,0,17779.45
5,28,1,0,2,5,6,2017,7,49816,7116.571428571428,2.0,2,19305.2
0,6,1,1,2,6,2,2013,11,37935,3448.6363636363635,3.0,4,27499.2
15,118,3,0,2,3,1,2014,10,20784,2078.4,2.0,4,16391.399999999998
4,97,4,0,2,1,2,2019,5,23278,4655.6,1.2,3,12791.65
1,154,2,1,1,3,3,2010,14,25533,1823.7857142857144,3.0,0,27528.1
21,96,1,0,2,0,6,2019,5,41043,8208.6,1.6,3,16042.05
21,40,2,1,2,6,6,2021,3,45128,15042.666666666666,2.2,2,19988.6
1,0,1,0,0,1,5,2010,14,17685,1263.2142857142858,2.0,1,45471.6
14,5,3,0,2,0,3,2023,1,40134,40134.0,3.0,3,46417.65
5,72,4,0,2,7,6,2017,7,83114,11873.42857142857,1.4,4,11435.05
4,46,4,0,3,7,6,2016,8,57361,7170.125,2.5,0,10574.85
22,143,1,0,3,0,3,2014,10,70607,7060.7,1.8,2,9111.15
22,103,4,0,2,6,6,2018,6,17903,2983.833333333333,2.0,0,25969.2
4,46,2,1,1,0,3,2010,14,63031,4502.214285714285,1.4,0,9631.35
20,27,1,0,2,3,3,2012,12,97758,8146.5,1.4,0,12465.25
0,8,4,1,2,1,3,2015,9,78632,8736.888888888889,2.2,4,19363.0
5,72,1,0,2,3,3,2010,14,22927,1637.642857142857,2.0,1,14774.7
22,143,1,0,2,3,3,2023,1,39568,39568.0,1.2,3,21043.45
5,80,4,0,1,0,6,2021,3,65969,21989.666666666668,2.5,4,17419.899999999998
15,118,4,0,2,1,2,2015,9,14098,1566.4444444444443,1.8,1,18188.3
15,118,4,0,0,1,5,2011,13,73735,5671.923076923077,2.2,2,20099.95
1,152,1,1,3,7,3,2019,5,37930,7586.0,1.4,3,17396.1
0,6,4,1,2,1,3,2023,1,9929,9929.0,1.8,1,35986.45
4,59,4,1,3,5,6,2014,10,47753,4775.3,1.4,2,7003.15
14,5,1,0,2,3,2,2020,4,48509,12127.25,1.4,3,30248.1
21,40,4,1,1,7,3,2019,5,61300,12260.0,1.0,2,8486.4
21,79,1,0,2,3,6,2011,13,58539,4503.0,1.4,4,10717.65
21,79,1,0,2,7,6,2010,14,72841,5202.928571428572,2.2,2,12461.85
15,151,1,0,1,0,2,2023,1,25927,25927.0,3.0,0,20494.35
15,151,4,1,2,1,6,2021,3,24416,8138.666666666667,1.0,4,13182.65
5,28,3,1,1,3,5,2023,1,84123,84123.0,1.6,2,20018.35
0,109,4,0,1,0,3,2023,1,11843,11843.0,2.2,4,24555.65
20,166,4,0,0,1,3,2021,3,13439,4479.666666666667,2.0,3,22327.8
1,2,1,1,2,7,6,2022,2,96686,48343.0,1.6,0,35560.6
4,57,3,0,2,5,5,2013,11,44132,4012.0,1.4,0,16478.1
5,36,4,0,1,3,2,2011,13,97883,7529.461538461538,2.0,2,9341.5
21,96,1,0,0,7,6,2018,6,27272,4545.333333333333,1.6,3,20984.8
22,103,4,0,2,6,3,2021,3,41180,13726.666666666666,1.8,4,18872.55
22,103,4,0,2,0,6,2020,4,48477,12119.25,1.2,2,20111.85
1,2,1,0,2,5,5,2020,4,63691,15922.75,3.0,1,55136.1
0,110,3,1,2,0,5,2012,12,27686,2307.1666666666665,1.2,2,27115.0
14,62,4,1,1,1,2,2021,3,77090,25696.666666666668,1.6,1,26582.9
1,152,4,0,2,0,3,2018,6,29393,4898.833333333333,2.5,0,37697.5
1,153,1,1,2,7,5,2013,11,25589,2326.2727272727275,2.2,2,36012.8
5,36,3,1,2,7,3,2019,5,24479,4895.8,1.6,2,17582.25
14,62,1,1,2,0,3,2021,3,141843,47281.0,2.5,0,33346.35
5,36,4,0,0,1,3,2016,8,72850,9106.25,2.0,4,16893.75
5,80,1,0,1,1,5,2016,8,18597,2324.625,2.5,2,22508.85
14,61,4,0,0,5,2,2015,9,68264,7584.888888888889,1.6,3,31829.95
5,72,4,0,2,7,3,2017,7,70107,10015.285714285714,1.8,0,17032.3
15,82,3,0,1,0,5,2020,4,73816,18454.0,1.6,4,16831.7
22,143,1,0,2,5,3,2020,4,24191,6047.75,2.2,0,27018.1
0,109,3,0,1,6,6,2015,9,92301,10255.666666666666,1.6,0,21807.6
4,97,1,0,2,5,5,2018,6,26787,4464.5,1.8,4,18442.45
4,57,4,0,0,3,6,2014,10,15253,1525.3,3.0,4,17011.899999999998
1,0,1,1,2,6,3,2020,4,62079,15519.75,2.5,4,30589.8
4,57,4,0,2,6,2,2012,12,597,49.75,1.2,3,11155.4
22,106,4,1,2,5,6,2014,10,22313,2231.3,2.2,1,18086.3
1,154,4,0,2,7,2,2013,11,143312,13028.363636363636,1.2,0,19288.2
1,152,1,0,2,5,5,2012,12,163386,13615.5,1.4,2,19525.35
15,118,1,0,2,5,2,2010,14,29945,2138.928571428572,1.0,1,11163.05
14,43,4,0,2,3,3,2017,7,144413,20630.42857142857,1.2,2,22513.95
20,166,3,0,1,7,1,2013,11,33318,3028.909090909091,1.4,2,14642.1
21,38,1,0,1,7,2,2021,3,78616,26205.33333333333,1.8,2,13554.1
21,79,4,0,1,3,3,2012,12,168106,14008.833333333334,2.0,3,6451.5
4,97,4,1,2,7,2,2021,3,69268,23089.33333333333,2.2,3,13757.25
5,72,4,0,2,7,5,2013,11,17204,1564.0,1.8,1,20052.35
20,27,2,0,2,3,5,2010,14,38588,2756.285714285714,1.8,4,20162.85
15,118,4,0,2,7,3,2021,3,29120,9706.666666666666,2.5,3,18013.2
14,5,4,1,2,3,3,2015,9,2044,227.11111111111111,1.0,0,30587.25
0,8,4,0,1,7,5,2012,12,28821,2401.75,3.0,1,33102.4
4,84,4,0,2,5,3,2017,7,15457,2208.1428571428573,1.4,0,13450.4
22,70,1,1,2,3,3,2020,4,10158,2539.5,2.0,2,22097.45
5,36,4,0,3,0,3,2023,1,106034,106034.0,1.6,0,11842.2
5,72,4,1,2,0,5,2023,1,21726,21726.0,1.2,3,22298.05
22,106,2,0,2,0,6,2023,1,39822,39822.0,2.0,0,36885.75
21,40,1,1,0,5,6,2022,2,90292,45146.0,2.5,2,21271.25
22,106,4,0,2,7,5,2019,5,32086,6417.2,1.6,2,26843.85
4,46,1,1,2,6,3,2014,10,51066,5106.6,2.5,3,12001.15
5,36,4,0,0,7,3,2018,6,51367,8561.166666666666,2.2,1,23284.05
1,2,2,0,2,1,3,2018,6,19050,3175.0,1.0,4,35365.95
4,59,4,0,2,7,1,2020,4,22417,5604.25,1.8,1,20859.0
14,63,4,0,2,3,6,2011,13,104005,8000.384615384615,2.5,4,22128.9
22,103,1,1,1,3,6,2014,10,41145,4114.5,2.0,3,12234.05
5,72,4,1,2,0,5,2016,8,35682,4460.25,3.0,3,22908.35
0,7,1,0,2,7,3,2016,8,102533,12816.625,2.2,3,25606.25
21,96,3,0,1,7,5,2019,5,37074,7414.8,1.2,2,15629.8
20,166,4,0,0,3,3,2012,12,84297,7024.75,1.0,1,12837.55
14,26,1,1,1,1,3,2016,8,100575,12571.875,3.0,4,21149.7
5,36,4,0,2,6,3,2016,8,18651,2331.375,1.8,1,19454.8
22,138,1,0,1,6,3,2013,11,25460,2314.5454545454545,1.2,4,11028.75
4,97,4,0,2,0,3,2020,4,35219,8804.75,1.6,0,17827.05
21,79,4,1,2,3,3,2016,8,3225,403.125,2.0,1,16427.95
4,97,1,0,2,6,5,2017,7,73635,10519.285714285714,3.0,0,22779.15
4,57,4,1,1,0,3,2012,12,30370,2530.833333333333,2.5,3,8384.4
0,111,1,1,2,5,5,2011,13,4132,317.84615384615387,2.0,2,31635.3
15,118,1,1,2,1,3,2018,6,40497,6749.5,1.6,2,13476.75
22,143,4,1,2,7,3,2021,3,80781,26927.0,1.8,1,19113.95
15,82,4,1,1,1,5,2021,3,31863,10621.0,1.6,0,20359.2
0,109,1,1,2,6,6,2016,8,38201,4775.125,1.6,0,33107.5
22,143,1,0,2,3,3,2010,14,53186,3799.0,2.5,4,15062.85
14,43,1,0,2,7,6,2019,5,98406,19681.2,1.6,1,34209.95
1,2,1,0,3,1,3,2019,5,22547,4509.4,1.4,1,20281.85
4,59,4,1,2,1,3,2018,6,87555,14592.5,1.2,0,11375.55
20,119,4,1,2,3,5,2014,10,7037,703.7,1.0,0,19907.0
20,30,1,1,0,3,6,2011,13,130031,10002.384615384615,1.8,2,11966.3
4,57,1,0,1,0,3,2016,8,121904,15238.0,1.6,1,9537.0
1,1,1,0,2,3,6,2018,6,57892,9648.666666666666,3.0,2,39996.75
