brand,model,year,age,mileage,mileage_per_year,engine_size,fuel_type,transmission,condition,condition_score,owner_count,color,body_type,is_luxury,mpg_estimate,price_usd,price_local,price_category,market_segment,depreciation_rate,value_retention,insurance_estimate,power_to_weight_ratio,regional_factor,source
Toyota,Yaris,2021,3,54632,18210.666666666668,1.2,Petrol,Automatic,Good,3,4,Red,Estate,0,40.2,19187,16308.949999999999,Mid-Range,Economy,0.23821812839957124,0.7617818716004288,938,0.027906976744186046,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2015,9,3875,430.55555555555554,1.8,Diesel,Automatic,Good,3,2,Black,Hatchback,0,44.4,22399,19039.149999999998,Mid-Range,Mid-Market,0.44555558305898657,0.5544444169410134,646,0.036734693877551024,0.85,Dataset2_UK_Style
Mercedes,GLC,2015,9,65062,7229.111111111111,2.5,Petrol,Automatic,Good,3,4,Silver,Hatchback,1,35.0,31923,27134.55,Premium,Luxury,0.36055525509284303,0.639444744907157,1039,0.05102040816326531,0.85,Dataset2_UK_Style
Audi,Q5,2017,7,100789,14398.42857142857,2.2,Petrol,Manual,Good,3,0,Black,Hatchback,1,25.2,30045,25538.25,Premium,Luxury,0.3178567374276309,0.6821432625723691,1193,0.04680851063829788,0.85,Dataset2_UK_Style
Honda,Civic,2017,7,16405,2343.5714285714284,2.2,Petrol,Automatic,Excellent,4,3,Blue,Hatchback,0,31.2,24959,21215.149999999998,Mid-Range,Mid-Market,0.3593521394286301,0.6406478605713699,795,0.04680851063829788,0.85,Dataset2_UK_Style
Ford,Kuga,2019,5,41841,8368.2,1.6,Diesel,Manual,Good,3,3,Red,Sedan,0,37.8,16570,14084.5,Mid-Range,Economy,0.3763643206624012,0.6236356793375988,864,0.035555555555555556,0.85,Dataset2_UK_Style
Toyota,C-HR,2010,14,24471,1747.9285714285713,1.2,Petrol,Automatic,Fair,2,2,Gray,Sedan,0,28.2,12816,10893.6,Mid-Range,Economy,0.6860054880439044,0.3139945119560956,552,0.022222222222222223,0.85,Dataset2_UK_Style
Volkswagen,Passat,2011,13,27427,2109.769230769231,1.4,Petrol,Automatic,Good,3,1,Silver,SUV,0,40.4,22829,19404.649999999998,Mid-Range,Mid-Market,0.5324704581293903,0.4675295418706097,564,0.026415094339622643,0.85,Dataset2_UK_Style
Toyota,C-HR,2020,4,28721,7180.25,3.0,Petrol,Automatic,Good,3,3,Blue,SUV,0,27.0,32266,27426.1,Premium,Mid-Market,0.19867878607261713,0.8013212139273829,1056,0.06818181818181818,0.85,Dataset2_UK_Style
Nissan,Qashqai,2010,14,49808,3557.714285714286,1.6,Petrol,Automatic,Good,3,2,Silver,SUV,0,40.6,15730,13370.5,Mid-Range,Economy,0.6402927052366796,0.3597072947633204,576,0.02962962962962963,0.85,Dataset2_UK_Style
Honda,Civic,2019,5,29014,5802.8,1.0,Diesel,Automatic,Good,3,0,Gray,Hatchback,0,44.0,22151,18828.35,Mid-Range,Mid-Market,0.31103231625765915,0.6889676837423409,810,0.022222222222222223,0.85,Dataset2_UK_Style
Mercedes,C-Class,2016,8,52362,6545.25,1.6,Petrol,Manual,Excellent,4,3,Silver,Sedan,1,34.6,39341,33439.85,Premium,Luxury,0.2891165681863356,0.7108834318136644,1036,0.03333333333333333,0.85,Dataset2_UK_Style
Toyota,Yaris,2017,7,66502,9500.285714285714,2.5,Petrol,Manual,Good,3,0,Red,SUV,0,28.0,27064,23004.399999999998,Premium,Mid-Market,0.34093122930060393,0.6590687706993961,818,0.05319148936170213,0.85,Dataset2_UK_Style
Nissan,Micra,2012,12,44420,3701.6666666666665,2.5,Diesel,Automatic,Good,3,4,Red,Hatchback,0,35.0,14787,12568.949999999999,Mid-Range,Economy,0.6187640188723026,0.3812359811276974,630,0.04807692307692308,0.85,Dataset2_UK_Style
Nissan,Qashqai,2012,12,56816,4734.666666666667,1.2,Diesel,Manual,Good,3,3,White,Estate,0,40.6,12088,10274.8,Mid-Range,Economy,0.6650410108623366,0.3349589891376634,552,0.023076923076923078,0.85,Dataset2_UK_Style
BMW,X5,2016,8,76400,9550.0,1.6,Diesel,Automatic,Good,3,3,White,Sedan,1,37.8,31096,26431.6,Premium,Luxury,0.33973161202649904,0.660268387973501,1036,0.03333333333333333,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2017,7,106523,15217.57142857143,2.2,Diesel,Automatic,Good,3,1,White,SUV,0,40.6,28727,24417.95,Premium,Mid-Market,0.32766166592552715,0.6723383340744729,795,0.04680851063829788,0.85,Dataset2_UK_Style
Toyota,Camry,2023,1,67950,67950.0,2.5,Petrol,Automatic,Good,3,0,White,SUV,0,29.0,37583,31945.55,Premium,Mid-Market,0.05052674127782131,0.9494732587221787,1197,0.06097560975609756,0.85,Dataset2_UK_Style
Honda,Jazz,2022,2,13998,6999.0,1.0,Petrol,Manual,Good,3,4,Gray,Hatchback,0,35.0,16563,14078.55,Mid-Range,Economy,0.19452414530953654,0.8054758546904635,972,0.023809523809523808,0.85,Dataset2_UK_Style
Ford,Mondeo,2015,9,56044,6227.111111111111,2.5,Petrol,Manual,Fair,2,2,Black,Hatchback,0,34.0,10677,9075.449999999999,Mid-Range,Economy,0.6276807197405586,0.3723192802594414,693,0.05102040816326531,0.85,Dataset2_UK_Style
BMW,5 Series,2017,7,19434,2776.285714285714,1.0,Hybrid,Automatic,Good,3,4,White,Estate,1,56.0,35992,30593.2,Premium,Luxury,0.28004480716914704,0.719955192830853,1052,0.02127659574468085,0.85,Dataset2_UK_Style
Ford,Mondeo,2011,13,38369,2951.4615384615386,2.0,Diesel,Automatic,Poor,1,3,Black,Hatchback,0,39.0,7106,6040.099999999999,Budget,Budget,0.7853561287984051,0.2146438712015949,600,0.03773584905660377,0.85,Dataset2_UK_Style
Mercedes,GLA,2016,8,4751,593.875,1.8,Diesel,Manual,Good,3,0,Silver,Hatchback,1,43.4,43409,36897.65,Premium,Luxury,0.26931946338096924,0.7306805366190308,1058,0.0375,0.85,Dataset2_UK_Style
Toyota,Yaris,2021,3,37176,12392.0,2.2,Diesel,Automatic,Good,3,3,Black,Estate,0,35.6,24125,20506.25,Mid-Range,Mid-Market,0.19917012448132776,0.8008298755186722,1040,0.051162790697674425,0.85,Dataset2_UK_Style
Nissan,X-Trail,2023,1,11951,11951.0,2.0,Petrol,Automatic,Good,3,2,Silver,Estate,0,29.0,24158,20534.3,Mid-Range,Mid-Market,0.07645844483523201,0.923541555164768,1140,0.04878048780487805,0.85,Dataset2_UK_Style
Ford,Kuga,2014,10,21870,2187.0,1.0,Diesel,Automatic,Good,3,2,White,Hatchback,0,44.0,14737,12526.449999999999,Mid-Range,Economy,0.5757549586895817,0.4242450413104183,540,0.02,0.85,Dataset2_UK_Style
Vauxhall,Crossland,2015,9,102067,11340.777777777777,2.0,Electric,Manual,Good,3,3,Black,Hatchback,0,132.0,15951,13558.35,Mid-Range,Economy,0.5301758416541487,0.46982415834585134,660,0.04081632653061224,0.85,Dataset2_UK_Style
Honda,CR-V,2023,1,36933,36933.0,1.4,Diesel,Automatic,Poor,1,3,Silver,Hatchback,0,39.2,14981,12733.85,Mid-Range,Economy,0.11777869383428541,0.8822213061657146,1071,0.03414634146341464,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2016,8,6348,793.5,2.0,Petrol,Automatic,Good,3,3,White,Sedan,0,27.0,25130,21360.5,Premium,Mid-Market,0.38901045465596884,0.6109895453440312,720,0.041666666666666664,0.85,Dataset2_UK_Style
Toyota,Yaris,2018,6,55068,9178.0,2.2,Diesel,Automatic,Poor,1,0,Gray,Sedan,0,39.6,16388,13929.8,Mid-Range,Economy,0.42271382274200364,0.5772861772579964,856,0.04782608695652175,0.85,Dataset2_UK_Style
Toyota,RAV4,2016,8,25358,3169.75,2.0,Diesel,Automatic,Good,3,1,Silver,Hatchback,0,37.0,23515,19987.75,Mid-Range,Mid-Market,0.4049095280273314,0.5950904719726686,720,0.041666666666666664,0.85,Dataset2_UK_Style
Volkswagen,Golf,2021,3,40018,13339.333333333334,3.0,Diesel,Manual,Good,3,2,Red,Hatchback,0,42.0,28577,24290.45,Premium,Mid-Market,0.1735257541140064,0.8264742458859936,1122,0.06976744186046512,0.85,Dataset2_UK_Style
Ford,Fiesta,2020,4,95299,23824.75,3.0,Hybrid,Manual,Good,3,0,Silver,Hatchback,0,37.0,17996,15296.6,Mid-Range,Economy,0.307739652254193,0.692260347745807,1056,0.06818181818181818,0.85,Dataset2_UK_Style
Honda,Civic,2010,14,45039,3217.0714285714284,2.5,Diesel,Manual,Good,3,2,White,Hatchback,0,41.0,14731,12521.35,Mid-Range,Economy,0.6552619877840444,0.34473801221595557,630,0.046296296296296294,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2014,10,55268,5526.8,1.8,Diesel,Automatic,Good,3,3,Gray,Estate,0,37.4,18928,16088.8,Mid-Range,Economy,0.5137690094533498,0.4862309905466502,588,0.036,0.85,Dataset2_UK_Style
Audi,Q3,2023,1,22941,22941.0,1.4,Petrol,Manual,Fair,2,2,Blue,Sedan,1,37.4,30776,26159.6,Premium,Luxury,0.061020258725897,0.938979741274103,1607,0.03414634146341464,0.85,Dataset2_UK_Style
BMW,X5,2020,4,42153,10538.25,1.6,Diesel,Automatic,Good,3,4,Red,SUV,1,35.8,48380,41123.0,Premium,Luxury,0.14189428875487764,0.8581057112451224,1382,0.03636363636363636,0.85,Dataset2_UK_Style
Vauxhall,Mokka,2023,1,64184,64184.0,2.5,Hybrid,Automatic,Fair,2,2,Black,Estate,0,48.5,18959,16115.15,Mid-Range,Economy,0.09542440001908492,0.9045755999809151,1197,0.06097560975609756,0.85,Dataset2_UK_Style
Audi,Q2,2020,4,57480,14370.0,3.0,Diesel,Manual,Good,3,4,Red,Sedan,1,33.0,40667,34566.95,Premium,Luxury,0.1643824357367415,0.8356175642632585,1584,0.06818181818181818,0.85,Dataset2_UK_Style
Ford,Fiesta,2020,4,7299,1824.75,2.5,Hybrid,Manual,Good,3,0,White,Sedan,0,44.5,24314,20666.899999999998,Mid-Range,Mid-Market,0.24757071238472483,0.7524292876152752,1008,0.056818181818181816,0.85,Dataset2_UK_Style
Nissan,Micra,2013,11,13216,1201.4545454545455,1.4,Petrol,Manual,Excellent,4,0,Silver,Coupe,0,28.4,24546,20864.1,Mid-Range,Mid-Market,0.472650711124479,0.527349288875521,564,0.027450980392156862,0.85,Dataset2_UK_Style
Toyota,C-HR,2022,2,42563,21281.5,2.2,Petrol,Automatic,Good,3,4,Blue,SUV,0,26.2,28222,23988.7,Premium,Mid-Market,0.12413878716404936,0.8758612128359506,1101,0.05238095238095239,0.85,Dataset2_UK_Style
Volkswagen,Tiguan,2022,2,75162,37581.0,2.5,Petrol,Automatic,Good,3,2,White,SUV,0,29.0,36098,30683.3,Premium,Mid-Market,0.09975559878298168,0.9002444012170183,1134,0.05952380952380952,0.85,Dataset2_UK_Style
Honda,Jazz,2023,1,28474,28474.0,1.4,Petrol,Automatic,Good,3,0,Gray,Sedan,0,27.4,26025,22121.25,Premium,Mid-Market,0.07136485280999105,0.928635147190009,1071,0.03414634146341464,0.85,Dataset2_UK_Style
Audi,Q2,2017,7,66880,9554.285714285714,1.0,Petrol,Automatic,Fair,2,2,Silver,Sedan,1,41.0,23368,19862.8,Mid-Range,Mid-Market,0.37465210875615496,0.625347891243845,1052,0.02127659574468085,0.85,Dataset2_UK_Style
BMW,1 Series,2016,8,56592,7074.0,2.2,Petrol,Automatic,Poor,1,1,Gray,Estate,1,37.2,22820,19397.0,Mid-Range,Mid-Market,0.41215868109222054,0.5878413189077795,1101,0.04583333333333334,0.85,Dataset2_UK_Style
Nissan,X-Trail,2013,11,67352,6122.909090909091,1.4,Diesel,Manual,Good,3,1,Gray,SUV,0,39.2,17887,15203.949999999999,Mid-Range,Economy,0.5515581517787751,0.4484418482212249,564,0.027450980392156862,0.85,Dataset2_UK_Style
Nissan,Juke,2022,2,9285,4642.5,1.0,Hybrid,Automatic,Good,3,4,White,Sedan,0,55.0,22792,19373.2,Mid-Range,Mid-Market,0.14929829799940275,0.8507017020005972,972,0.023809523809523808,0.85,Dataset2_UK_Style
Honda,CR-V,2020,4,122581,30645.25,2.2,Petrol,Automatic,Good,3,4,Gray,Hatchback,0,27.2,16972,14426.199999999999,Mid-Range,Economy,0.3203588018580811,0.6796411981419189,979,0.05000000000000001,0.85,Dataset2_UK_Style
Nissan,Micra,2012,12,29134,2427.8333333333335,2.2,Petrol,Manual,Excellent,4,2,Blue,Hatchback,0,32.2,19247,16359.949999999999,Mid-Range,Economy,0.5549517885633686,0.4450482114366314,612,0.04230769230769231,0.85,Dataset2_UK_Style
Toyota,Corolla,2015,9,22938,2548.6666666666665,1.6,Electric,Automatic,Good,3,1,Silver,Sedan,0,105.0,27104,23038.399999999998,Premium,Mid-Market,0.3990776871230933,0.6009223128769067,633,0.0326530612244898,0.85,Dataset2_UK_Style
Nissan,X-Trail,2017,7,30717,4388.142857142857,1.2,Hybrid,Automatic,Fair,2,1,Blue,Hatchback,0,51.4,14731,12521.35,Mid-Range,Economy,0.48727854930214753,0.5127214506978525,717,0.02553191489361702,0.85,Dataset2_UK_Style
BMW,X1,2012,12,41896,3491.3333333333335,1.8,Diesel,Automatic,Fair,2,4,Silver,Hatchback,1,40.4,21745,18483.25,Mid-Range,Mid-Market,0.5246475024592852,0.47535249754071485,882,0.03461538461538462,0.85,Dataset2_UK_Style
Audi,Q2,2014,10,17510,1751.0,3.0,Petrol,Automatic,Good,3,3,Red,Hatchback,1,24.0,32417,27554.45,Premium,Luxury,0.3815556021901292,0.6184443978098708,990,0.06,0.85,Dataset2_UK_Style
Nissan,Micra,2019,5,14383,2876.6,2.0,Diesel,Manual,Fair,2,2,White,Hatchback,0,38.0,14799,12579.15,Mid-Range,Economy,0.40324206621234726,0.5967579337876527,900,0.044444444444444446,0.85,Dataset2_UK_Style
Ford,Focus,2010,14,27054,1932.4285714285713,3.0,Petrol,Automatic,Fair,2,2,Black,SUV,0,34.0,15188,12909.8,Mid-Range,Economy,0.6483282393257386,0.3516717606742614,660,0.05555555555555555,0.85,Dataset2_UK_Style
Volkswagen,Tiguan,2019,5,9665,1933.0,1.0,Diesel,Automatic,Good,3,0,Black,Hatchback,0,38.0,26264,22324.399999999998,Premium,Mid-Market,0.2757555702625193,0.7242444297374807,810,0.022222222222222223,0.85,Dataset2_UK_Style
BMW,X3,2021,3,12068,4022.6666666666665,1.2,Petrol,Automatic,Good,3,4,White,Estate,1,37.2,39529,33599.65,Premium,Luxury,0.13178413758263963,0.8682158624173604,1407,0.027906976744186046,0.85,Dataset2_UK_Style
Vauxhall,Insignia,2019,5,35349,7069.8,2.0,Diesel,Manual,Good,3,0,Gray,Hatchback,0,37.0,18411,15649.35,Mid-Range,Economy,0.3519763471894689,0.6480236528105311,900,0.044444444444444446,0.85,Dataset2_UK_Style
Audi,A6,2017,7,36621,5231.571428571428,1.4,Petrol,Manual,Excellent,4,3,Gray,SUV,1,38.4,43674,37122.9,Premium,Luxury,0.24274369733328705,0.757256302666713,1099,0.029787234042553193,0.85,Dataset2_UK_Style
Audi,Q3,2016,8,31193,3899.125,1.2,Hybrid,Automatic,Good,3,0,Black,SUV,1,51.4,41380,35173.0,Premium,Luxury,0.2788428023701638,0.7211571976298362,993,0.025,0.85,Dataset2_UK_Style
Audi,A4,2017,7,17849,2549.8571428571427,2.0,Petrol,Manual,Fair,2,3,Blue,SUV,1,37.0,31393,26684.05,Premium,Luxury,0.308417597426916,0.691582402573084,1169,0.0425531914893617,0.85,Dataset2_UK_Style
Toyota,Yaris,2023,1,24336,24336.0,2.2,Petrol,Automatic,Good,3,0,Black,Estate,0,38.2,29868,25387.8,Premium,Mid-Market,0.06275888038157396,0.937241119618426,1162,0.05365853658536586,0.85,Dataset2_UK_Style
BMW,3 Series,2011,13,28807,2215.923076923077,1.6,Diesel,Manual,Fair,2,4,White,Hatchback,1,37.8,17911,15224.35,Mid-Range,Economy,0.5921067614037485,0.4078932385962515,864,0.03018867924528302,0.85,Dataset2_UK_Style
BMW,1 Series,2016,8,25069,3133.625,3.0,Diesel,Manual,Good,3,3,Gray,Coupe,1,37.0,45537,38706.45,Premium,Luxury,0.2600061751466597,0.7399938248533403,1188,0.0625,0.85,Dataset2_UK_Style
Honda,CR-V,2023,1,13914,13914.0,1.4,Petrol,Manual,Excellent,4,2,Red,Hatchback,0,30.4,26834,22808.899999999998,Premium,Mid-Market,0.06936255809114245,0.9306374419088576,1071,0.03414634146341464,0.85,Dataset2_UK_Style
Volkswagen,Passat,2013,11,105963,9633.0,1.2,Petrol,Manual,Good,3,4,Gray,Estate,0,42.2,11065,9405.25,Mid-Range,Economy,0.665356116739755,0.33464388326024497,552,0.023529411764705882,0.85,Dataset2_UK_Style
Toyota,Camry,2011,13,8605,661.9230769230769,1.8,Petrol,Manual,Excellent,4,4,White,Sedan,0,37.8,17440,14824.0,Mid-Range,Economy,0.5985267034990792,0.4014732965009208,588,0.033962264150943396,0.85,Dataset2_UK_Style
Toyota,Camry,2018,6,15250,2541.6666666666665,3.0,Diesel,Automatic,Fair,2,1,White,Hatchback,0,41.0,21029,17874.649999999998,Mid-Range,Mid-Market,0.3633170849859214,0.6366829150140786,924,0.06521739130434782,0.85,Dataset2_UK_Style
BMW,3 Series,2014,10,13552,1355.2,1.0,Petrol,Automatic,Poor,1,2,Silver,SUV,1,39.0,23999,20399.149999999998,Mid-Range,Mid-Market,0.4545557853587582,0.5454442146412418,810,0.02,0.85,Dataset2_UK_Style
Ford,Mondeo,2016,8,58424,7303.0,2.0,Diesel,Manual,Good,3,0,Black,SUV,0,43.0,21294,18099.899999999998,Mid-Range,Mid-Market,0.42902343540515897,0.570976564594841,720,0.041666666666666664,0.85,Dataset2_UK_Style
Nissan,Juke,2013,11,76128,6920.727272727273,2.5,Diesel,Manual,Fair,2,4,Black,Hatchback,0,41.0,11067,9406.949999999999,Mid-Range,Economy,0.665315873831917,0.33468412616808296,630,0.049019607843137254,0.85,Dataset2_UK_Style
Nissan,Juke,2019,5,44831,8966.2,2.2,Hybrid,Manual,Good,3,0,Silver,SUV,0,41.4,29024,24670.399999999998,Premium,Mid-Market,0.2562525625256252,0.7437474374743748,918,0.0488888888888889,0.85,Dataset2_UK_Style
Nissan,Micra,2020,4,12083,3020.75,2.0,Petrol,Automatic,Good,3,4,Blue,Hatchback,0,26.0,18454,15685.9,Mid-Range,Economy,0.30241173357526274,0.6975882664247373,960,0.045454545454545456,0.85,Dataset2_UK_Style
Volkswagen,Passat,2020,4,9879,2469.75,1.4,Petrol,Manual,Poor,1,2,Blue,Hatchback,0,37.4,13316,11318.6,Mid-Range,Economy,0.3753049352598987,0.6246950647401013,902,0.031818181818181815,0.85,Dataset2_UK_Style
Ford,EcoSport,2013,11,44312,4028.3636363636365,3.0,Hybrid,Manual,Good,3,4,Gray,SUV,0,46.0,17538,14907.3,Mid-Range,Economy,0.5564267287166776,0.44357327128332236,660,0.058823529411764705,0.85,Dataset2_UK_Style
BMW,5 Series,2012,12,17320,1443.3333333333333,1.8,Petrol,Automatic,Good,3,0,Silver,Hatchback,1,31.8,37408,31796.8,Premium,Luxury,0.3908285565398645,0.6091714434601355,882,0.03461538461538462,0.85,Dataset2_UK_Style
Toyota,Camry,2010,14,17092,1220.857142857143,1.0,Petrol,Automatic,Good,3,0,Black,Hatchback,0,29.0,14658,12459.3,Mid-Range,Economy,0.6563833278634723,0.3436166721365277,540,0.018518518518518517,0.85,Dataset2_UK_Style
Mercedes,GLA,2011,13,40553,3119.4615384615386,3.0,Diesel,Manual,Fair,2,2,Blue,Coupe,1,37.0,35239,29953.149999999998,Premium,Luxury,0.42456604451411684,0.5754339554858832,990,0.05660377358490566,0.85,Dataset2_UK_Style
Nissan,Micra,2018,6,20965,3494.1666666666665,3.0,Diesel,Manual,Fair,2,0,Blue,Sedan,0,39.0,22003,18702.55,Mid-Range,Mid-Market,0.35291003734964566,0.6470899626503543,924,0.06521739130434782,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2010,14,77897,5564.071428571428,1.0,Petrol,Automatic,Good,3,3,Red,Sedan,0,43.0,13457,11438.449999999999,Mid-Range,Economy,0.6753986057843067,0.32460139421569334,540,0.018518518518518517,0.85,Dataset2_UK_Style
BMW,X5,2014,10,81319,8131.9,2.2,Diesel,Automatic,Good,3,4,Blue,Sedan,1,35.6,30883,26250.55,Premium,Luxury,0.3930585853821512,0.6069414146178488,918,0.044000000000000004,0.85,Dataset2_UK_Style
Toyota,Camry,2011,13,92632,7125.538461538462,3.0,Petrol,Automatic,Good,3,3,Black,SUV,0,22.0,20071,17060.35,Mid-Range,Mid-Market,0.5643463350046667,0.4356536649953333,660,0.05660377358490566,0.85,Dataset2_UK_Style
Audi,Q5,2013,11,56772,5161.090909090909,1.2,Petrol,Automatic,Excellent,4,1,Red,Estate,1,39.2,34534,29353.899999999998,Premium,Luxury,0.38914635440619805,0.610853645593802,827,0.023529411764705882,0.85,Dataset2_UK_Style
Volkswagen,Tiguan,2020,4,42327,10581.75,2.0,Electric,Manual,Good,3,1,Red,SUV,0,115.0,39684,33731.4,Premium,Mid-Market,0.16777116013757232,0.8322288398624277,960,0.045454545454545456,0.85,Dataset2_UK_Style
Toyota,Corolla,2016,8,45206,5650.75,1.0,Petrol,Manual,Fair,2,4,Gray,SUV,0,36.0,14152,12029.199999999999,Mid-Range,Economy,0.5306447333510215,0.46935526664897853,648,0.020833333333333332,0.85,Dataset2_UK_Style
Nissan,Micra,2014,10,69009,6900.9,1.4,Diesel,Automatic,Excellent,4,0,Black,Hatchback,0,45.2,19246,16359.1,Mid-Range,Economy,0.5096060745044081,0.4903939254955919,564,0.028,0.85,Dataset2_UK_Style
Toyota,RAV4,2010,14,132328,9452.0,1.8,Diesel,Manual,Good,3,2,Silver,Hatchback,0,35.4,10443,8876.55,Mid-Range,Economy,0.7283510652134328,0.27164893478656715,588,0.03333333333333333,0.85,Dataset2_UK_Style
BMW,X5,2012,12,113459,9454.916666666666,2.2,Petrol,Automatic,Excellent,4,1,White,Sedan,1,37.2,36238,30802.3,Premium,Luxury,0.3984196022444304,0.6015803977555696,918,0.04230769230769231,0.85,Dataset2_UK_Style
Toyota,C-HR,2019,5,27131,5426.2,1.8,Diesel,Automatic,Good,3,0,Blue,Sedan,0,36.4,28101,23885.85,Premium,Mid-Market,0.26246030287918953,0.7375396971208105,882,0.04,0.85,Dataset2_UK_Style
Honda,CR-V,2018,6,32033,5338.833333333333,2.5,Diesel,Automatic,Good,3,2,Gray,Hatchback,0,40.0,24427,20762.95,Mid-Range,Mid-Market,0.32942597523814754,0.6705740247618525,882,0.05434782608695652,0.85,Dataset2_UK_Style
BMW,X3,2010,14,61294,4378.142857142857,1.8,Diesel,Automatic,Good,3,4,Silver,Coupe,1,38.4,26168,22242.8,Premium,Mid-Market,0.5169103529759267,0.4830896470240733,882,0.03333333333333333,0.85,Dataset2_UK_Style
Honda,Civic,2019,5,184679,36935.8,2.0,Petrol,Manual,Good,3,0,White,Hatchback,0,35.0,15444,13127.4,Mid-Range,Economy,0.393019965414243,0.606980034585757,900,0.044444444444444446,0.85,Dataset2_UK_Style
Toyota,Corolla,2013,11,15725,1429.5454545454545,1.2,Petrol,Automatic,Good,3,3,Black,Hatchback,0,39.2,14532,12352.199999999999,Mid-Range,Economy,0.6022117595532683,0.39778824044673167,552,0.023529411764705882,0.85,Dataset2_UK_Style
Ford,Kuga,2014,10,33486,3348.6,1.8,Diesel,Manual,Good,3,4,Blue,Hatchback,0,39.4,12515,10637.75,Mid-Range,Economy,0.6151007227433491,0.38489927725665085,588,0.036,0.85,Dataset2_UK_Style
Honda,CR-V,2019,5,22012,4402.4,2.2,Diesel,Automatic,Good,3,1,Silver,SUV,0,35.6,32529,27649.649999999998,Premium,Mid-Market,0.235133673493381,0.764866326506619,918,0.0488888888888889,0.85,Dataset2_UK_Style
Ford,Focus,2012,12,94959,7913.25,1.0,Diesel,Manual,Good,3,4,White,Hatchback,0,37.0,7354,6250.9,Budget,Budget,0.7654525738342796,0.23454742616572044,540,0.019230769230769232,0.85,Dataset2_UK_Style
Ford,Mondeo,2012,12,20085,1673.75,3.0,Petrol,Manual,Excellent,4,4,Gray,Coupe,0,23.0,18873,16042.05,Mid-Range,Economy,0.5597928766356448,0.4402071233643552,660,0.057692307692307696,0.85,Dataset2_UK_Style
Vauxhall,Insignia,2010,14,12381,884.3571428571429,3.0,Petrol,Automatic,Excellent,4,2,Black,Coupe,0,23.0,24707,21000.95,Mid-Range,Mid-Market,0.5312387348928984,0.4687612651071016,660,0.05555555555555555,0.85,Dataset2_UK_Style
Mercedes,A-Class,2015,9,26283,2920.3333333333335,2.5,Electric,Automatic,Good,3,1,Gray,Hatchback,1,104.0,61079,51917.15,Luxury,Luxury,0.22762048078503772,0.7723795192149623,1039,0.05102040816326531,0.85,Dataset2_UK_Style
Volkswagen,Tiguan,2022,2,24678,12339.0,3.0,Petrol,Manual,Excellent,4,2,Red,Sedan,0,27.0,33217,28234.45,Premium,Mid-Market,0.10747776553725452,0.8925222344627455,1188,0.07142857142857142,0.85,Dataset2_UK_Style
Honda,CR-V,2021,3,70389,23463.0,1.8,Petrol,Automatic,Good,3,4,Red,Hatchback,0,39.8,18429,15664.65,Mid-Range,Economy,0.2456097261451553,0.7543902738548447,999,0.04186046511627907,0.85,Dataset2_UK_Style
BMW,X5,2013,11,4704,427.6363636363636,2.2,Diesel,Automatic,Good,3,0,Red,Sedan,1,39.6,44825,38101.25,Premium,Luxury,0.3292181069958847,0.6707818930041153,918,0.04313725490196079,0.85,Dataset2_UK_Style
Volkswagen,T-Roc,2017,7,83740,11962.857142857143,1.0,Petrol,Automatic,Good,3,3,Black,Sedan,0,40.0,16222,13788.699999999999,Mid-Range,Economy,0.46323870028456093,0.5367612997154391,701,0.02127659574468085,0.85,Dataset2_UK_Style
BMW,X3,2015,9,83111,9234.555555555555,2.2,Petrol,Automatic,Good,3,3,White,SUV,1,36.2,36787,31268.95,Premium,Luxury,0.3285450928139887,0.6714549071860113,1009,0.04489795918367347,0.85,Dataset2_UK_Style
Audi,Q3,2012,12,18107,1508.9166666666667,3.0,Petrol,Automatic,Good,3,2,Black,Hatchback,1,34.0,34731,29521.35,Premium,Luxury,0.40864279511671864,0.5913572048832814,990,0.057692307692307696,0.85,Dataset2_UK_Style
Nissan,Qashqai,2021,3,10877,3625.6666666666665,1.4,Petrol,Automatic,Poor,1,0,Red,Coupe,0,29.4,18057,15348.449999999999,Mid-Range,Economy,0.24940765681506427,0.7505923431849357,958,0.03255813953488372,0.85,Dataset2_UK_Style
Audi,A1,2016,8,34226,4278.25,3.0,Petrol,Automatic,Fair,2,3,Black,Estate,1,30.0,29774,25307.899999999998,Premium,Mid-Market,0.34954340892209557,0.6504565910779044,1188,0.0625,0.85,Dataset2_UK_Style
Nissan,Juke,2012,12,9889,824.0833333333334,1.8,Diesel,Manual,Poor,1,0,Blue,Sedan,0,38.4,10765,9150.25,Mid-Range,Economy,0.6903494894290234,0.3096505105709766,588,0.03461538461538462,0.85,Dataset2_UK_Style
BMW,3 Series,2022,2,63772,31886.0,3.0,Petrol,Automatic,Good,3,2,White,Sedan,1,23.0,48429,41164.65,Premium,Luxury,0.07629365427530566,0.9237063457246943,1782,0.07142857142857142,0.85,Dataset2_UK_Style
Ford,Kuga,2023,1,3696,3696.0,2.5,Petrol,Manual,Excellent,4,1,Gray,Sedan,0,34.0,27800,23630.0,Premium,Mid-Market,0.06711409395973156,0.9328859060402684,1197,0.06097560975609756,0.85,Dataset2_UK_Style
